Resource Pool,Scheduler,Injection Rate (Mbps),Trial 1,Trial 2,Avg. execution time / app.(ns),Avg. cumulative execution time / app. (ns),Avg. Scheduling overhead / app.(ns), cpu1, cpu2, cpu3, fft1, fft2, fft3, fft4, fft5, fft6, fft7, fft8, mmult1, mmult2, zip1, zip2
C1+F0+M0+Z0,MET,20,42097494.74647887,43625026.92957746,240239682.09154928,42861260.83802816,890627.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,MET,1900,52840082.38028169,55387936.05633803,1180680552.0704226,54114009.21830986,902947.8873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,MET,1600,55132461.49295775,55400547.59154929,1280985350.964789,55266504.542253524,916326.9225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,2000,54763681.0,51869534.802816905,1157283002.1126761,53316607.90140845,884716.0633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1500,53176090.49295775,56611835.71830986,1236997841.4366198,54893963.1056338,856132.7112676057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1000,55768726.35211267,47810119.788732395,1115686228.7816901,51789423.07042253,856704.0070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,500,46198746.0,54581678.90140845,999354497.6760563,50390212.450704224,828492.9929577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,100,49252760.50704225,47069717.66197183,536509475.68309855,48161239.08450704,881597.838028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,10,42878029.35211267,42662885.33802817,238818451.1690141,42770457.34507042,847509.8802816902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1800,53960749.211267605,54660847.76056338,1260782953.640845,54310798.4859155,868402.0352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1300,56710170.35211267,46882116.3943662,1093963164.9366198,51796143.373239435,884969.8661971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,800,50202707.126760565,52962176.197183095,1059759783.3380282,51582441.66197183,876350.6126760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,300,54740459.32394366,53668297.61971831,1131526058.2464788,54204378.47183099,854075.2112676057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,50,44787013.74647887,44654519.33802817,267017464.0,44720766.542253524,866968.7676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1700,56414125.042253524,50257497.549295776,1173825874.7183099,53335811.29577465,850908.176056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1200,54473488.549295776,55685041.197183095,1258220196.943662,55079264.873239435,855129.1549295774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,700,54500896.802816905,48248276.887323946,1033381229.3802817,51374586.84507042,922156.7676056337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,200,53656077.81690141,53639233.85915493,1028177011.725352,53647655.83802817,842995.0211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,70,47160658.01408451,48143660.112676054,387412135.4859155,47652159.063380286,888462.471830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,30,49178933.01408451,44083498.0,327597569.58450705,46631215.50704226,868060.7676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,80,47579954.97183099,46778747.52112676,412745098.7605634,47179351.24647887,924503.5985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,20,44250305.02816901,42212410.549295776,237557382.29577464,43231357.788732395,813443.323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1900,53615120.873239435,50857767.28169014,1076609816.2676055,52236444.07746479,886056.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,EFT,1600,54457407.464788735,55025826.18309859,1242839343.640845,54741616.82394366,890666.3732394367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,2000,54683478.225352116,52004655.112676054,1163032076.7323945,53344066.66901408,944655.2112676057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1500,55668341.042253524,50425369.6056338,1150659700.584507,53046855.32394366,924724.971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1000,48092166.28169014,54204504.83098592,1018258086.1619718,51148335.55633803,924449.514084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,500,53351980.69014084,53923033.26760563,1144755677.661972,53637506.97887324,945599.8943661972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,100,47591059.40845071,48234217.211267605,541811734.274648,47912638.30985916,929486.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,10,42178479.197183095,42478475.197183095,236777382.53521127,42328477.197183095,923012.957746479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1800,56153866.25352113,55802376.43661972,1322536139.4577465,55978121.34507042,922043.9577464788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1300,56085233.61971831,55196899.84507042,1301481920.7957745,55641066.73239437,948035.5915492957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,800,55780032.94366197,54540835.67605634,1256345838.5281692,55160434.30985916,929338.676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,300,52497262.09859155,53426149.112676054,1056873452.3028169,52961705.6056338,963188.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,50,45699406.35211267,45640150.56338028,280371903.58450705,45669778.457746476,871639.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1700,57113059.05633803,56789111.887323946,1365590072.880282,56951085.47183099,928107.2183098592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1200,55157358.91549296,56332026.042253524,1268516106.2887325,55744692.47887324,908952.809859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,700,52118763.112676054,54392642.69014084,1124917623.450704,53255702.90140845,970989.4084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,200,53680971.01408451,53719819.26760563,1006876395.6690141,53700395.140845075,908298.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,70,47131317.126760565,48860870.47887324,366549243.97183096,47996093.8028169,894527.3169014084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,30,44172628.08450704,43333347.57746479,241615974.98591548,43752987.83098592,880102.9929577465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,80,47699312.40845071,49002195.535211265,449087820.47183096,48350753.97183099,902334.5352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,20,43076319.67605634,43784380.69014084,240014977.21830988,43430350.18309859,920292.1056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1900,52439494.07042254,55839229.197183095,1223764708.8450704,54139361.633802816,931325.6267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1+F0+M0+Z0,ETF,1600,48675472.91549296,55576012.61971831,1097287411.9366198,52125742.76760563,939894.9366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,2000,64378003.957746476,60255294.66197183,1388815072.7887325,62316649.30985916,794129.1408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1500,59762178.211267605,60852036.887323946,1254456575.6197183,60307107.549295776,808270.4014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1000,58713969.18309859,55446387.66197183,1138707107.0915494,57080178.42253521,786620.5704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,500,59192300.450704224,58706399.91549296,1211442146.7746477,58949350.18309859,790167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,100,55800491.25352113,52974705.42253521,697766803.1760564,54387598.33802817,811376.9436619718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,10,48460997.295774646,48407279.67605634,346824204.6760563,48434138.4859155,787742.0070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1800,63652351.28169014,60641464.295774646,1255767230.464789,62146907.788732395,800868.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1300,59596065.81690141,59730156.05633803,1235847839.8169012,59663110.936619714,852372.042253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,800,56651934.66197183,58061045.74647887,966378029.5704225,57356490.20422535,782161.281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,300,54599435.112676054,61217460.52112676,1051068463.9014084,57908447.81690141,787441.4225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,50,50662028.535211265,55562917.05633803,439341059.73239434,53112472.795774646,814230.2746478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1700,58286719.450704224,58032346.67605634,1128204315.5140846,58159533.063380286,806923.7394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1200,56148602.52112676,55237620.57746479,1176995628.3380282,55693111.549295776,845602.61971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,700,57526387.704225354,56948266.74647887,1209950448.669014,57237327.22535211,813709.7394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,200,56327640.3943662,59282785.56338028,1024061104.225352,57805212.97887324,842429.852112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,70,49334610.802816905,58536193.535211265,579838606.971831,53935402.16901408,858348.7042253522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,30,50319064.98591549,44974649.366197184,345686355.25352114,47646857.17605634,833143.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,80,52889588.6056338,59365499.225352116,669954415.3239436,56127543.91549296,828704.647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,20,48903127.84507042,48476890.01408451,347760298.14084506,48690008.92957747,767260.2253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1900,61131247.43661972,59551508.774647884,1264860209.2957745,60341378.1056338,851990.1267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,SIMPLE,1600,61157209.366197184,60273293.38028169,1309608154.4647887,60715251.373239435,797273.6971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,2000,58645794.6056338,60540788.57746479,1262244870.3873239,59593291.59154929,913400.5422535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1500,56529925.295774646,60903065.211267605,1118519976.3943663,58716495.25352113,970916.647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1000,60819950.64788733,59297370.549295776,1180510607.0070424,60058660.59859155,906452.1690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,500,60061915.67605634,59792315.02816901,1200693952.169014,59927115.35211268,925320.5915492957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,100,55693619.211267605,52628505.83098592,687086242.8380282,54161062.52112676,951269.0774647887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,10,45002452.40845071,46102051.225352116,343264616.8380282,45552251.816901416,882140.3169014084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1800,60357894.633802816,62910541.211267605,1262028266.2112675,61634217.92253521,919523.6267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1300,61085938.366197184,60718745.59154929,1316877590.133803,60902341.97887324,965749.7957746478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,800,56610224.07042254,57910346.15492958,1148438703.2112677,57260285.112676054,901250.823943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,300,57959545.09859155,60471403.81690141,1142511735.669014,59215474.457746476,931982.7323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,50,52913058.30985916,50308727.35211267,453693498.86619717,51610892.83098592,918053.1408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1700,57415129.71830986,60132675.33802817,1258950557.2394366,58773902.52816901,950775.809859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1200,61723249.887323946,59708260.225352116,1128750611.8239436,60715755.05633803,949712.204225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,700,58323931.366197184,59355536.3943662,1184155359.6760564,58839733.88028169,942485.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,200,59164408.26760563,59142624.76056338,1007493534.309859,59153516.5140845,928078.3732394367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,70,56359080.76056338,50835554.32394366,572927812.0492958,53597317.542253524,930039.8450704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,30,53507799.18309859,48632877.633802816,365518799.07042253,51070338.40845071,933264.9366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,80,53869228.197183095,60685351.61971831,703173743.0774648,57277289.90845071,875791.4788732394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,20,52002519.873239435,49693487.81690141,353100894.08450705,50848003.84507042,895389.2605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1900,58973714.197183095,60387526.225352116,1436900173.0704226,59680620.211267605,891680.471830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,MET,1600,63681833.366197184,58368337.92957746,1278336601.7676058,61025085.64788732,947302.823943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,2000,61911951.38028169,63806182.97183099,1176648752.0281692,62859067.17605634,890002.866197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1500,60228044.30985916,55946936.633802816,1201474163.1056337,58087490.47183099,1010356.9577464788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1000,57322813.84507042,58840903.61971831,1084721076.3802817,58081858.73239437,908368.9507042253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,500,57086285.366197184,62406612.704225354,1084211827.5774646,59746449.035211265,876582.9084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,100,59747685.71830986,54378729.59154929,748647786.9366198,57063207.65492958,918032.6830985915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,10,47398271.450704224,50738346.225352116,348752903.35211265,49068308.83802817,884885.6971830986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1800,58269344.90140845,63552335.225352116,1118375628.6901407,60910840.063380286,938490.809859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1300,54259821.49295775,59557772.61971831,1144273761.3450704,56908797.05633803,917339.4295774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,800,59295852.94366197,62598650.64788733,1146629750.6267605,60947251.79577465,893204.485915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,300,59414558.535211265,56763466.71830986,991833358.7676055,58089012.62676056,916272.2746478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,50,52018562.295774646,49090142.295774646,447608386.64084506,50554352.295774646,893081.1408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1700,56346536.47887324,59341654.211267605,1111323083.2746477,57844095.34507042,937479.4788732394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1200,61854767.33802817,61777278.90140845,1140633855.2605634,61816023.11971831,912671.838028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,700,58490717.92957746,56686818.549295776,1071175522.0211267,57588768.23943662,893550.1267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,200,60600416.18309859,58395173.25352113,949807585.6549296,59497794.718309864,889756.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,70,52233192.08450704,52966048.887323946,608089819.3028169,52599620.4859155,963943.9647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,30,44583876.112676054,48542791.91549296,358660733.6760563,46563334.0140845,875773.661971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,80,54300062.73239437,49320559.71830986,586945592.887324,51810311.22535211,894654.2112676057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,20,48521426.64788733,48781433.57746479,344522856.39436615,48651430.112676054,901205.2042253522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1900,56608748.15492958,59815154.56338028,1079293668.0140843,58211951.359154925,909558.838028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,EFT,1600,57647837.02816901,56575936.774647884,1169893475.8098593,57111886.90140845,948713.3802816902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,ETF,2000,56578645.84507042,61830390.66197183,1363513219.4718308,59204518.25352113,1038627.9507042253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,ETF,1500,60287618.126760565,58904451.6056338,1372505597.2957747,59596034.866197184,990081.2605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,ETF,1000,61435953.25352113,64099708.91549296,1346176481.1478872,62767831.08450705,958706.7887323943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,ETF,500,58316324.98591549,56653501.18309859,1174382355.3450704,57484913.08450704,961142.0704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2+F0+M0+Z0,ETF,100,56606204.450704224,53162226.35211267,764784119.7394366,54884215.40140845,1045901.1690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
