Resource Pool,Scheduler,Injection Rate (Mbps),Trial 1,Avg. execution time / app.(ns),Avg. cumulative execution time / app. (ns),Avg. Scheduling overhead / app.(ns), cpu1, cpu2, cpu3, fft1, fft2, fft3, fft4, fft5, fft6, fft7, fft8, mmult1, mmult2, zip1, zip2
1,EFT,1300,56710170.35211267,1336947919.8732395,56710170.35211267,882843.1408450705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,800,50202707.126760565,959178408.7323943,50202707.126760565,870990.0422535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,300,54740459.32394366,1152152002.3239436,54740459.32394366,856934.8450704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,50,44787013.74647887,265339385.46478873,44787013.74647887,870206.2253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,1700,56414125.042253524,1361159247.2676055,56414125.042253524,823273.309859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,1200,54473488.549295776,1222354338.2816901,54473488.549295776,845360.9577464788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,700,54500896.802816905,1199623996.3521128,54500896.802816905,926864.7323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,200,53656077.81690141,1040434942.0985916,53656077.81690141,846344.9014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,70,47160658.01408451,371616857.7605634,47160658.01408451,902557.338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,30,49178933.01408451,413891127.2112676,49178933.01408451,880575.3661971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,80,47579954.97183099,419828792.7605634,47579954.97183099,968765.5492957747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,20,44250305.02816901,236650188.7464789,44250305.02816901,808741.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,1900,53615120.873239435,1160855055.9859154,53615120.873239435,899465.0422535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,EFT,1600,54457407.464788735,1213491336.3943663,54457407.464788735,865670.0704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,2000,54683478.225352116,1257005519.5915494,54683478.225352116,929466.338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1500,55668341.042253524,1328785251.6760564,55668341.042253524,930548.2253521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1000,48092166.28169014,874358109.8450705,48092166.28169014,974166.9436619718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,500,53351980.69014084,1125213567.2112677,53351980.69014084,930851.1267605633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,100,47591059.40845071,524071830.07042253,47591059.40845071,964148.7605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,10,42178479.197183095,234480582.3943662,42178479.197183095,910681.5352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1800,56153866.25352113,1346361949.830986,56153866.25352113,903858.1690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1300,56085233.61971831,1343659831.5633802,56085233.61971831,938089.661971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,800,55780032.94366197,1284135118.7183099,55780032.94366197,926898.1408450705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,300,52497262.09859155,1044848539.4647887,52497262.09859155,989109.5774647887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,50,45699406.35211267,280352654.91549295,45699406.35211267,884620.2112676057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1700,57113059.05633803,1364993330.0704226,57113059.05633803,907774.3661971831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1200,55157358.91549296,1231522036.1549296,55157358.91549296,913713.0563380282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,700,52118763.112676054,1033491347.5774648,52118763.112676054,989484.2676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,200,53680971.01408451,1015937529.6619718,53680971.01408451,895704.647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,70,47131317.126760565,357694450.8873239,47131317.126760565,910275.8873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,30,44172628.08450704,242372117.05633804,44172628.08450704,915449.2816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,80,47699312.40845071,421972701.6619718,47699312.40845071,899396.4366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,20,43076319.67605634,236649340.92957747,43076319.67605634,898604.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1900,52439494.07042254,1115093236.0704226,52439494.07042254,936616.2816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ETF,1600,48675472.91549296,924736747.9295775,48675472.91549296,920394.5492957747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,2000,60465611.33098592,1380980189.5985916,60465611.33098592,857951.3028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1500,57943489.47887324,1295979965.4577465,57943489.47887324,809995.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1000,58257435.866197184,1268202716.1267605,58257435.866197184,786343.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,500,57460076.71830986,1241513960.3169012,57460076.71830986,797713.3309859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,100,54399390.035211265,756952342.5211267,54399390.035211265,797570.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,10,46124820.64788732,342263559.14084506,46124820.64788732,793075.514084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1800,60189856.61971831,1274332560.9295774,60189856.61971831,767252.2183098592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1300,56722139.64788732,1183739002.6901407,56722139.64788732,811098.323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,800,58083142.76760563,1131838861.1830986,58083142.76760563,760052.9084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,300,55169632.83098592,1003218368.5845071,55169632.83098592,787834.852112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,50,46205180.14788732,388096457.7605634,46205180.14788732,814848.309859155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1700,57072828.626760565,1214337976.0211267,57072828.626760565,814319.9295774647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1200,56411597.704225354,1252970523.6549296,56411597.704225354,869456.3450704226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,700,57419086.64788732,1253376046.774648,57419086.64788732,801907.7464788733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,200,55730622.85211268,1018088069.8450704,55730622.85211268,837839.2816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,70,51912678.05633803,568192721.4436619,51912678.05633803,808228.5985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,30,49019410.25352113,353673836.90140843,49019410.25352113,775026.8591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,80,52362239.72535211,612073351.0985916,52362239.72535211,799483.2464788733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,20,47151710.063380286,351974005.4577465,47151710.063380286,876738.9647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1900,58654982.28169014,1343961211.2957745,58654982.28169014,809503.5211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SIMPLE,1600,59896206.063380286,1256600895.225352,59896206.063380286,800007.7535211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,2000,50581856.19014084,1137683904.6197183,50581856.19014084,892267.352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1500,47921992.25352113,977513012.4929578,47921992.25352113,943283.0352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1000,51436701.133802816,1178482203.971831,51436701.133802816,932018.6408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,500,48914204.83802817,1040073143.8732395,48914204.83802817,958974.2605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,100,47225892.40845071,610532091.8732394,47225892.40845071,961323.2816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,10,41549120.42957747,341584262.0774648,41549120.42957747,899126.514084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1800,50004464.92253521,1052207308.6197183,50004464.92253521,993153.4154929577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1300,50341346.964788735,1188819124.809859,50341346.964788735,956374.514084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,800,48880162.61971831,1015920757.6690141,48880162.61971831,931607.88028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,300,49396927.204225354,984082978.0985916,49396927.204225354,930281.0985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,50,45070778.91549296,419094071.58450705,45070778.91549296,893753.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1700,50987308.50704225,1089342688.2887325,50987308.50704225,915156.4507042253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1200,51977685.33098592,1040722103.9507042,51977685.33098592,987037.704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,700,51143823.41549296,1076079627.3169014,51143823.41549296,926868.0492957747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,200,50125274.05633803,860973403.8309859,50125274.05633803,925164.133802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,70,47671412.79577465,548456641.7464789,47671412.79577465,922247.7535211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,30,44781759.711267605,370364823.56338024,44781759.711267605,1011946.0633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,80,45152733.75352113,554925240.1901408,45152733.75352113,944629.676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,20,45869316.68309859,345618173.9366197,45869316.68309859,887896.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1900,47837005.873239435,1205108416.3169014,47837005.873239435,911284.6126760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,MET,1600,53653205.50704226,1158064863.359155,53653205.50704226,938092.4577464788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,2000,54524098.97183098,1134591495.7676058,54524098.97183098,911649.4225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1500,54009048.35915493,1068534503.1056337,54009048.35915493,1007890.6690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1000,51251546.69014084,1017040085.9859155,51251546.69014084,907707.633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,500,50529277.35211268,989637712.4436619,50529277.35211268,904223.4647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,100,51737549.88028169,711648489.0070422,51737549.88028169,918314.4014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,10,40937172.633802816,342196403.7746479,40937172.633802816,940164.323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1800,52038410.1056338,1082089158.859155,52038410.1056338,1107774.5352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1300,50522190.535211265,1040231788.4929578,50522190.535211265,959479.2676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,800,53986680.5,1044217255.1126761,53986680.5,913579.9154929577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,300,52546925.40845071,941414745.8239436,52546925.40845071,872288.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,50,46770241.92957746,447687773.85915494,46770241.92957746,935735.2816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1700,50939306.1056338,1101466484.2183099,50939306.1056338,979146.7816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1200,53002017.40845071,1092246765.0915494,53002017.40845071,951017.8028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,700,51974845.295774646,1003537161.7394366,51974845.295774646,897478.8873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,200,54356592.126760565,891561487.2816901,54356592.126760565,880012.190140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,70,47584852.07042253,606791136.8591549,47584852.07042253,903801.5352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,30,44348077.83098592,347803608.30281687,44348077.83098592,847275.528169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,80,47422143.07042254,558224274.4718311,47422143.07042254,924107.0985915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,20,44684444.40845071,342851506.9366197,44684444.40845071,915284.7535211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1900,50496970.40140845,1087259651.330986,50496970.40140845,945695.3169014084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EFT,1600,54368271.295774646,1055094346.7112676,54368271.295774646,933909.3802816902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,2000,50605469.16197183,1189250956.471831,50605469.16197183,993753.7605633803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1500,54245261.73239437,1223959599.4507043,54245261.73239437,1021053.8591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1000,55698080.35211268,1191205402.2605634,55698080.35211268,965798.3591549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,500,52754495.32394366,1134450990.5563378,52754495.32394366,958547.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,100,50665903.00704225,756342885.1619718,50665903.00704225,992332.352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,10,43889019.140845075,345489291.1197183,43889019.140845075,938865.838028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1800,53157023.563380286,1252382851.5,53157023.563380286,1003187.9154929577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1300,52374974.85211267,1199638684.6549296,52374974.85211267,1131910.9084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,800,51984078.74647887,1080242561.0422535,51984078.74647887,942898.5633802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,300,52519179.14788732,1053232634.9366198,52519179.14788732,993529.9788732394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,50,46804164.12676056,391937191.387324,46804164.12676056,1039511.9366197183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1700,55900937.07042254,1325874097.9366198,55900937.07042254,989874.323943662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1200,56166880.76056338,1355630342.4366198,56166880.76056338,987836.7746478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,700,50949630.81690141,1097142707.9788733,50949630.81690141,968350.4295774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,200,52893948.88028169,889269129.8732395,52893948.88028169,961668.352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,70,49901593.964788735,579006271.9084507,49901593.964788735,963626.9647887324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,30,42855636.88028169,356118790.03521127,42855636.88028169,949245.1056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,80,47058320.83802817,636599437.0774648,47058320.83802817,975221.4225352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,20,43172102.68309859,343167404.80281687,43172102.68309859,934084.2394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1900,51421945.24647887,1329438890.1478872,51421945.24647887,1024805.690140845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ETF,1600,54328364.66197184,1190289373.2112677,54328364.66197184,988358.2394366197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,2000,60272673.28169014,1220183444.3427231,60272673.28169014,847552.1830985915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1500,60589774.417840384,1293851401.7558687,60589774.417840384,823425.1596244131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1000,60167778.126760565,1206434475.7089202,60167778.126760565,851750.6150234742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,500,59426018.92488263,1147563289.8638499,59426018.92488263,840217.558685446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,100,57389779.42253521,748749696.9389671,57389779.42253521,786709.0469483567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,10,47797725.1314554,362743898.0798122,47797725.1314554,798209.2018779343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1800,60478412.76995305,1235924757.4131455,60478412.76995305,868551.9483568076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1300,61006125.20657277,1303246446.3521128,61006125.20657277,792353.3286384976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,800,59450886.82159624,1148408267.42723,59450886.82159624,789813.4647887325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,300,58844988.535211265,1059328722.6713616,58844988.535211265,822391.8638497653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,50,55541487.93896714,484395764.9765258,55541487.93896714,817786.4084507042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1700,60713645.06103286,1288574345.6995306,60713645.06103286,841222.3708920187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1200,58910855.727699526,1039968602.8215961,58910855.727699526,825933.352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,700,60473595.333333336,1208966690.0140846,60473595.333333336,814028.2488262911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,200,58093305.22065728,919395852.1502347,58093305.22065728,817342.4647887325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,70,56330703.81690141,591670998.5821596,56330703.81690141,810862.8169014085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,30,49254385.24413145,380327058.0516432,49254385.24413145,813258.4460093896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,80,57205948.62910798,638564111.7840375,57205948.62910798,816334.0328638498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,20,48268805.65258216,367207416.0704226,48268805.65258216,765858.5117370893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1900,60900267.680751175,1315510863.5821598,60900267.680751175,808186.0422535212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,SIMPLE,1600,60337411.70892019,1289296071.741784,60337411.70892019,816944.1737089203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MET,2000,51230719.450704224,1163666786.455399,51230719.450704224,942215.5633802818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MET,1500,49933914.30985916,1007135701.6384977,49933914.30985916,964679.1126760565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,MET,1000,49448267.94835681,1038952882.9953052,49448267.94835681,932737.2488262911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
